code_cycle;titre_memoire
IC;Effet de la substitution du son de maïs par les drêches de bili-bili (séchées) sur les performances de croissance des mouton dans la ferme ovine de SCOOPSIPOMA
IC;Effet de la farine de luzerne supplée à l’aliment des lapines allaitantes sur la croissance des lapereaux
IC;The comperative study of the effect of 2 rations :Bidens pilosa(Black jack)and Cynodon dactylon(Bahama grass)on the zootechnical performances and Carcass characteristics of fattened goats
IC;Évaluation du taux d'éclosablilité et qualité du poussin d’un jour dans la ferme NGV/TRACO
IC;Effet de trois rations à base de banane sur la croissance des jeunes porcs en zone côtière
IC;le parasitisme d'Apis mellifera et son effet sur la production de miel
IC;"Étude comparative  des rations supplémentées aux plantes tropicales (Azatirata indica ; Ipomea pes caprae ; Manguifera indica) comme fourrage afin d’améliorer les performances de croissance des lapereaux (Oryctolagus cuniculus) dans une ferme cunicole de Maroua. "
IC;Évaluation de la pression vectorielle dans les pâturages et les stratégies de lutte anti vectorielle mise en œuvre par les éleveurs dans l’arrondissement de Pétté, Extrême-nord Cameroun
IC;Effets comparés de l'hormone synthétique (OVAPRIM) et de l'hormone biologique (hypophyse)sur les performances de la reproduction de Clarias gariepinus.
IC;Phenotypic (Physical And Morphometic) Characterisation Of Indegenous Pig Breeds In Three Regions Of Cameroon (Centre, Far North And West Regions).
IC;Efficacité technico-économique d’embouche à base des sous-produits agro-industriels : cas du coton
IC;Effet des fertilisants organiques sur le mode de propagation (semi et bouturage) d’Artemisia annua en pépinière et en champ
IC;effets des substrats et les modes de semis sur la croissance et le développement duS dans la culture du sorgho
IC;Essai d'alimentation à base de Piliostigma Thonningii et de Faidherbia albida en système intensif d'embouche bovine dans la zone sub-humide et semi-aride du Cameroun
IC;Évaluation du potentiel fixateur d’azote de dix (10) accessions d’arachide (Arachis hypogaea) dans la Région de l’Extrême-Nord Cameroun
IC;Effet des milieux de cultures sur les paramètres bio morphologiques de  Fusarium oxysporum sp de niébé et leur pathogénicité
IC;Résiliation des producteurs agricoles et enjeu économique : cas du département de Mayo Sava
IC;Test d’efficacité  de cinq (05) extraits de plantes pour la lutte contre certains ravageurs du sorgho ( Sorghum bicolor)
IC;Effet de la substitution de la farine de poisson par la farine d’asticots sur les performances zootechniques de croissance des poulets de la race Brahma.
IC;Analyse de la performance technico-economique des producteurs des carottes dans le Département du Diamaré
IC;Effets de la farine d’asticots sur les performances Zootechniques de Clarias
IC;Évaluation des effets de deux hormones sur le greffage du cacaoyer (Theobroma cacao l) dans la localité de Nkoemvome ( Sud Cameroun)
IC;Évaluation du potentiel  d’un inoculum rhizobium commercial par rapport  à l’efficiente symbiotique  sur 02 espèces de légumineuses (Vigna unguiculata et Glycine max)
IC;Diversité des fusarium spp responsables de la fusariose du Striga chez le sorgho (Pennisetum glaucum)  à l’Extrême-Nord Cameroun
IC;Conservation de la carotte (Daucuscarota) à travers deux techniques : le séchage et le saumurage
IC;Exploitation des pelures de manioc et élimination du cyanure par des techniques endogènes
IC;Effet de la farine d’asticot sur les performances zootechnique du lapin
IC;Adaptabilité de 08 lignées de riz irrigués en réponse avec les différentes doses de NPK dans le bassin de production de Lagdo.
IC;Effet d'un biofertilisant associé au thé de compost sur la croissance et le rendement de gombo dans la zone péri-urbaine de Maroua( Extrême- Nord, Cameroun)
IC;Évaluation des productivités des facteurs contraignants à la production des bulbes d’oignons dans la Région de l’Extrême-Nord
IC;Évaluation des effets des biopesticides produit à base d’un extrait aqueux de piment, tabac et leurs effets combines contre les pucerons du gombo (Abelmoschus esculentus) dans l’Extrême-Nord localité de zala
IC;Test de Fertilisation à base de l’urine humaine (comparaison avec les autres fertilisants : fientes de poules et engrais chimique) : Cas du maïs (Zea mays)
IC;Évaluation des performances zootechniques des actifs productifs et amélioration de la résilience des ménages vulnérables dans le Département du Mayo-Kani
IC;substitution du cocktail d’épices par les huiles essentielles dans le procédé de fabrication du Kilishi et du Kilishi en farce
IC;Étude de l'activité phytohormonale (auxine et cytokinine) et l'effet du substrat sur le bouturage de Artemisia annua
IC;Production des asticots dans localité de Maroua : étude de quelques facteurs d’influence
IC;Évaluation de la qualité hygiénique et nutritionnelle du lait cru utilisé par la SOTRALAIT SA Maroua
IC;Adaptabilité de six variétés de tomates par la technique de bouturage
IC;Niveau d’appropriation des outils de gestion et performances des  EFA de l’observatoire
IC;Essaie de capture, transfert et élevage des colonies d’abeilles du genre apis Mellifera adensoni pour la production du miel de qualité dans la zone périurbaine de Maroua (Extrême Nord Cameroun)
IC;Caractérisation des EFAs de l’observatoire et enjeux économiques de leur exploitation
IC;Évaluation de l'effet du substrat sur la levée et la croissance de l'igname (Dioscorea rotundata spp) en miniset
IC;Évaluation de l'effet des fertilisants minéraux et des fertilisants organiques sur la productivité du maïs dans la localité de Njombé
IC;Efficacité économique et rentabilité financière des unîtes de production de tomate dans le département de Diamaré
IC;Production d’un vin blanc d’anacardier
IC;Modèle de consommation alimentaire des ménages ruraux et sécurité alimentaire
IC;Effets des substrats, des hormones et la provenance sur  l’enracinement de poivrier (Piper nigrum.L)
IC;Pratiques innovantes pour  la lutte contre les ravageurs du cacaoyer dans la localité de MFomo
IC;criblage des variétés de sorgho pluvial (Sorghum bicolor) a doubles usages contre Striga hermonthica
IC;Évaluation de la qualité microbiologique et nutritionnelle des produits laitiers (yaourt, beurre, fromages, crème glacée)
IC;Étude comparative de deux méthodes d’aménagement des parcelles agricoles : méthode classique (ancienne) et la méthode nouvelle.
IC;Dimensionnement hydraulique des ouvrages des ouvrages d’art (cas des dalots sur les Mayo) de la route Makalingai-Tokombéré dans a région de l’extrême Nord.
IC;Étude technique et financière de la réhabilitation du réseau d’alimentation en eau potable et d’évaluation des eaux usées de la CNRPH de Yaoundé.
IC;Étude hydrologique et hydraulique des ouvrages de franchissement et longitudinaux sur la route Maroua-Mora.
IC;Études spécifiques des travaux de construction des drains principaux dans la ville de Maroua : cas des quartiers Pitoiré et Doursoungo.
IC;Étude de faisabilité pour la réalisation d’un système d’approvisionnement en eau potable simplifiée (AEPS) et gestion des eaux de pluie dans les projets d’aménagement : cas des cent (100) logements sociaux de Maroua.
IC;Études hydrologiques et hydrauliques des ouvrages de franchissement dans la ville de Maroua : cas de deuxième pont Makabai sur le Mayo Tsanaga.
IC;Contribution à l’amélioration du réseau d’alimentation en eau potable de la ville de Maroua.
IC;Conception du système d’assainissement en eau potable en vue d’améliorer les conditions d’accès à l’eau potable dans la commune de Koutaba : cas des villages Koumenke.
IC;Évaluation du système d’irrigation goutte à goutte de la culture de tomate : cas de la ferme agropastorale de Foulouwayna à Yagoua.
IC;Diagnostic du réseau existant et optimisation de la gestion de l’eau dans les périmètres rizicoles de la SEMRY : cas du casier III du périmètre de la SP 21.
IC;Études diagnostic et amélioration d’un système d’approvisionnement en eau potable dans l’arrondissement de Koutaba : cas des villages Didango, Koumelap, Koutaba, Leposerie, Ngoundoup, Koundja.
IC;Aménagement d’un périmètre irrigué pour la culture de banane plantain dans la localité de Njombé-Penja.
IC;Dimensionnement d’un réseau d’AEP couplé au système d’informations géographiques : cas du tronçon Nkometou-Soa sur le projet paepys
IC;Caractérisation hydrologique des sites potentiels pour la construction des barrages de retenue d’eau dans la région de l’Extrême Nord.
IC;Risques sanitaires et environnementaux liés à la pratique de la riziculture dans la localité de Pouss(Extrême Nord Cameroun).
IC;Route et prévention contre les effets néfastes de l’eau (projet de réhabilitation de la route bitumée Maroua-Mora).
IC;Accès à l’eau potable, à l’assainissement en milieu rural des points d’eau : cas de la commune de Kar-Hay.
IC;Assessment of the bacteriological quality of drinking water in Limbe and it’s heath impact case study: spring and boreholes.
IC;Étude hydrologique et dimensionnement hydraulique d’un ouvrage de franchissement sur la route Yaoundé – Kribi : Olama – Bingambo (108km).
IC;Le lac municipal d’Ebolowa, un réservoir parasitaire à risque pour la santé humaine et environnementale.
IC;Bio-évaluation de l’eau des rizières de la localité de Pouss (Extrême-Nord, Cameroun) en vue de la pratique rizipisculture.
IC;Analyse de l’offre et de la demande des services d’assainissement liquide dans la région de l’extrême Nord (cas de Mokolo).
IC;Risques environnementaux et sanitaires liés à la gestion des déchets hospitaliers : cas de l’hôpital de district d’Akonolinga
IC;Techniques d’approche IECCC pour l’amélioration de l’environnement sanitaire et humain des populations du Mayo Kaliao, arrondissement de Maroua 1er : cas du quartier Pitoaré. IECCC : Information, Education, Communication pour le Changement de Comportement
IC;Évaluation physico-chimique et bactériologique des eaux de boisson du quartier Nkomo.
IC;Concentration, biodisponibilité et évaluation du niveau de risque lié aux métaux lourds dans le lac Maga, Extrème-Nord Cameroun.
IC;Recherche des métaux lourds dans les poisons des canaux rizicoles de Pouss.
IC;Proposition d’un système d’assainissement liquide pour les logements sociaux de Beka Matari de la ville Ngaoundéré Région de l’Adamaouaa .
IC;Qualité physico-chimique des eaux du lac Maga(EN) et évolution des risques pour la santé liés aux protistes Giardia et Cryptosporidium.
IC;Approvisionnement en eau potable et assainissement en milieu rural pour un développement durable.
IC;Étude diagnostique des pratiques d’hygiène et assainissement, et estimation de risque sanitaire dans la ville de MAROUA : cas des quartiers Doualaré et Pont-Vert.
IT;Distribution of Lighting Strikes in Cameroon using Earth Networks System from April to July 2021
IT;Performance des modèles numériques dans la simulation des précipitations à l’échelle intra-saisonnières au Cameroun : application aux événements extrêmes (inondation)
IT;Performance des modèles numériques sur la simulation des précipitations à l’échelle saisonnières en République Démocratique du Congo : application au paludisme
IT;Diffusion des prévisions agro-météorologiques au moyen de l’application  AGROMET
IT;Évaluation des risques et Proposition d’un réseau d’alerte pour la protection contre les inondations du fleuve Logone dans la ville de Ndjamena : cas du 9eme arrondissement de 2000 à 2020
IT;Étude hydrologique des bassins versants de Maroua et Guider pour le dimensionnement en vue de l’implantation des panneaux solaires
IT;Conception d’un logiciel de décodage des messages météorologiques
IT;Évaluation des propriétés hydrauliques des aquifères du socle du bassin versant du Mayo-Tsanaga (Extrême-Nord Cameroun)
IT;Performance des modèles numériques sur la simulation des précipitations à l’échelle saisonnières : cas des événements extrêmes des précipitations sur l’Angola
IT;Impact du changement climatique sur les ressources en eau de surface : cas du Logone à Laï
IT;Évaluation de la productivité de la ressource en eau pour les usages domestiques et agricole dans le bassin versant d’Awout à Messam
IT;Analyse comparée entre les données de la station synoptique automatique et les données de la station synoptique manuelle de l’aéroport international de Garoua
IT;Évaluation des apports en eau et pilotage de l’irrigation sur un Hectare d’aménagement hydro-agricole : Cas du périmètre rizicole de Mansen, arrondissement de Bangourain, département du Noun, Région de l’Ouest Cameroun
IT;Gestion de l’eau de Mare pour l’irrigation dans le Logone et Chari
IT;Analyse de la dégradation physique du sol dans les parcelles de l’école technique d’agriculture de Maroua
IT;Performance des modèles numériques sur la simulation des précipitations à l’échelle saisonnières : application à l’agriculture
IT;Conception d’un appareil de mesure automatique du niveau des eaux souterraines
IT;Approvisionnement Durable en Eau Potable Simplifiée : Soulédé-Roua
IT;Traits caractéristiques des saisons sèches et humides du site aéroportuaire de Yaoundé-Nsimalen.
IT;la croissance économique au Cameroun face aux variabilités climatiques observées au cours de la période 2009-2021       
IT;Épaisseur des couches (925-850hpa), (850-700) et type de temps associé à la station de Garoua durant la période avril-juillet.
IT;Variabilité intra saisonnier des précipitations dans la ville de Douala : cas d’étude du mois d’Août 
IT;Inondations du 12 Août et du 1er septembre 2021 sur la ville de Douala : Variabilités des paramètres clés 
IT;Conception d’un système de collecte de données pluviométriques 
IT;cisaillement du vent à l’aéroport de Garoua durant la période avril-juillet
IT;Les paramètres prédicteurs des précipitations dans la ville de Yaoundé
IT;Time series analysis of cumulonimbus clouds on Nsimalen-Yaounde. case study: the month of October
IT;Essai de caractérisation des pluies enregistrées à la station de Yaoundé-Nsimalen durant l’année 2020
TSM;Evolution de la température dans la ville de Garoua de 1991 à Août 2021
TSM;Analyses of the vertical profile of humidity from radiosonde soundings launched from the garoua meteorological station from april to july 2021
TSM;Evolution des températures à Douala durant la Période de 1991 à 2020
TSM;Prévision des systèmes d’acquisition de données pour une météorologie nationale productive au Cameroun
TSM;Droit, collecte, traitement et conservation des données météorologiques au Cameroun
TSM;Analyse horaires et prévision de décollage : cas de l’aérodrome de Yaoundé-Nsimalen
TSM;Étude comparée des conditions thermiques et pluviométriques représentatives du climat actuel dans la ville de Garoua de 1991 à 2020
TSM;Analyse du profil vertical du vent issu des radiosondages à la station de Garoua pendant la période d’avril a juillet 2021
TSM;Étude de la fréquence d’occurrence des phénomènes météorologiques dangereux sources d’incidents aéronautiques à l’aéroport international de Yaounde-Nsimalen
IT;Caractérisation hydrogéologique des aquifères dans la zone de Tokombéré
IC;Dimensionnement d'un bassin de recueillement dans localité de Zina dans la région de l'extrême nord Cameroun
IC;Place de l'eau de boisson dans la recrudescence des calculs urinaires dans la ville de Maroua (Extrême-Nord, Cameroun
IC;Étude de la qualité des eaux utilisées à l'Hôpital Régional de Maroua (Extrême-Nord Cameroun
IC;Analyse situationnelle de l'assainissement dans la commune de Maroua III
IC;Analyse situationnelle de l'assainissement dans la ville de Maroua Extrême Nord Cameroun : cas de I 'arrondissement de Maroua II
IC;Conception et dimensionnement d'un forage pastoral alimenté par énergie photovoltaïque : cas de Baiga, arrondissement de Tchatibali
IC;Étude hydraulique d’un barrage dans la localité de Touloum.
IC;Caractérisation hydrogéophysique et hydrodynamique des aquifères dans l’arrondissement de Ngwei
IC;Étude d'impact du climat sur les barrages dans la Région de l'Extrême Nord Cameroun
IC;Optimisation d’un réseau de drainage d’une plateforme de poste électrique par procédure multicritérielle : cas du poste 225 kV du barrage de Natchigal
IC;Contribution à l'amélioration de la gestion des effluents liquides à l'Hôpital Régional de Maroua
IC;Étude hydrologique et hydraulique des ouvrages de franchissement dans le cadre du projet de réhabilitation de la route Maroua-Mora : cas du dalot à double section du PK 45+800
IC;Identification et prévention des menaces liées au tarissement des mares dans le parc national de Waza
IC;Conception et dimensionnement d'un système d'assainissement des eaux usées et pluviales au CNRPH dans le cadre dc la construction des nouveaux bâtiments
IC;Conception et modélisation des réseaux hydrauliques dans le bâtiment siège du centre des archives de la Cour Suprême R+7+l SS : Yaoundé Cameroun
IC;Dimensionnement d'une digue de ceinture en terre contre les inondations dans la localité de Zina, Département du Logone et Chari, région de l'extrême nord Cameroun.
IC;Dimensionnement des ouvrages d'accès et la gestion des eaux à l'intérieur de la digue de protection en terre dans la localité de Zina
IC;Dimensionnement d'un système d'alimentation ct d'évacuation d'un bâtiment à usage d'habitation (R+4) Nom II- Yaoundé.
IC;Études techniques en vue de la réalisation d'un système d'adduction en eau potable à Dana, Commune de Yagoua, département de Mayo-Danay
IC;Diagnostic et proposition d'un réseau d'adduction en eau des étangs piscicoles dans la ferme Agropastorale à Yagoua
IC;Conception et dimensionnement du réseau d'alimentation en eau potable : cas de la comme de Ntui
IC;Évaluation des rejets liquides et proposition d'un système de réhabilitation de la station d'épuration du cam sic cité verte Yaoundé
IC;Évaluation des risques sanitaires et environnementaux liés à la défaillance de certains ouvrages d'assainissement à l'hôpital régional de Maroua dans l'Extrême Nord Cameroun
IC;Études spécifiques des travaux de constructions des ouvrages de franchissement sur la route de Maroua-Mora : cas des buses sur le tronçon PK 29+506 dans la localité de Mokio
IC;Étude diagnostique des ouvrages d'approvisionnement en eau potable et assainissement dans la localité de
IC;Diagnostic et conception d'un système d'irrigation par aspersion pour une culture de manioc sur une surface de 1.5ha (cas de l'IRAD de Mbalma o)
IC;Étude technique d'aménagement d'un périmètre hydroagricole dans l'arrondissement de Zina : bloc I du sous casier AO de 1215ha
IC;Étude des risques sanitaires liés aux défécations à l'air libre : cas de la commune de Touloum
IC;Étude de l'assainissement liquide dans la ville de Maroua : inondations et maladies liées à l'eau.
IT;Réalisation d’un forage équipé d’une pompe solaire à usage pastoral et mini-AEPs: cas de l’arrondissement de Guidiguis, localité de Sirlawe.
IT;Diagnostic de l’indisponibilité spatiotemporelle de l’eau pour l’élevage dans le canton de Lara : stratégie d’adaptation
IT;Dimensionnement d’un réseau d’adduction en eau potable, d’évacuation d’eau usées et pluviales et recyclage des eaux de pluies en vue de leur utilisation dans un bâtiment de type 2 sous-sol R+2 à usage d’habitation.
LSI;Réalisation d’un forage à motricité humaine à GASCHIGA
LSI;Étude des méthodes de réalisations forations à boue et marteau fond de trou dans la localité de MOKON
IT;Analyse et diagnostic des dysfonctionnements des forages réalisés dans la commune de Touloum
IT;Contribution à l’entretien et à la sauvegarde d’une mare d’eau artificielle : cas de Djingliya dans la commune de Koza.
IT;Dimensionnement d’un système d’irrigation gouttes à gouttes sur un hectare pour la culture du maïs : cas de la ferme semencière de Gazawa.
IT;Diagnostic des sources de dysfonctionnements des forages dans le canton de Zouelva.
IT;Etude d’un projet de forage pastoral à énergie solaire.
IT;Assainissement et drainage d’une mini-cité d’habitation dans la commune de Maroua Ier(Domayo).
IT;Réalisation de deux forages équipés de pompe de motricité humaine dans la localité de Magdeme arrondissement de Mora, département de Mayo-Sava, région de l’Extrême-Nord
IT;Étude de faisabilité pour la mise en place d’un système d’irrigation alimenté par une pompe solaire : cas de Bizili dans la commune de Touloum.
IT;Caractérisation hydrogéologique et hydrodynamique des aquifères dans l’arrondissement de Ndoukoula : cas de la  localité de Loulou et Gawel.
IT;Étude de la mise place d’une adduction d’eau potable alimentée par une source d’énergie solaire : cas de la localité de Moutourwa, département de Mayo-Kani, région de l’Extrême-Nord.
IT;Système de gestion des points d’eau existants dans la zone septentrionale : cas des communes de Maroua Ier, Maroua II et Maroua III.
IT;Étude d’avant-projet de réalisation d’un système d’abreuvoirs alimenté par une pompe solaire : cas du village Aissa-Harde
IT;Impact socio-sanitaires et environnementaux des déchets liquides dans les mini-cités de Maroua.
IT;Évaluation de la connaissance, attitude et pratique du personnel soignant pour la prévention des infections nosocomiales à l’hôpital régional de Maroua
IT;Impacts sanitaires et socio-économiques des inondations sur les habitants de Maroua (cas de Doualaré et Ouro-tchédé).
IT;Risques sanitaires et impacts écotoxicologiques liés aux déchets solides hospitaliers.
IT;Redimensionnement et apport de solution du réseau d’alimentation en eau potable de l’hôpital régional de Maroua
IT;Étude diagnostique des forages en vue de leur réhabilitation/transformation en mini-AEP dans la commune de Kaélé.
LSI;Étude des méthodes de réalisations forations à boue et marteau fond de trou dans la localité de MOKON
LSI;Réalisation d’un forage à motricité humaine à GASCHIGA
IT;Impact  des   subventions    publics dans l’amélioration des conditions de vie des organisations paysannes : cas de PCP-ACEFA
IT;Analyse de la compétitivité de la production du riz dans l’arrondissement de kousseri
IT;Atouts et limites des AVEC (association villageoise d’épargne et de crédit) au sein de la communauté de Mokolo
IT;Analyse des performances technico-économique des exploitations familiales dans le mayo-tsanaga
IT;Évaluation technico-économique d’un projet de production de 135 Tonnes de maïs sur une superficie de 45 hectare par les membres du GIC référence de Lainde Daneyel
IT;Analyse technico-économique de la production paysanne du sorgho sp dans la localité de Mokolo
IT;Évaluation des quelques paramètres agronomique de la variété rio grand de la tomate sous l’effet des différents éléments fertilisants dans la localité de meskine
IT;Évaluation de la rentabilité économique des exploitations familiales agropastorales dans le cadre du programme ACEFA :cas de l’arrondissement deNgaounderé I
IT;Effet de la durée en pépinière sur la reprise et le développement de la plante d’anacarde dans la localité de Bogo
IT;Étude comparative des modalités de travail du sol et leurs influences sur le Riz(VAR IR46) : cas d’un périmètre irrigué de Yagoua
IT;Facteur d’échecs et de réussite de la promotion des cultures maraîchère dans la localité de Kismatari-Nord et Biziligasawa-Extrême-Nord
IT;Effets des insectes ravageurs sur la production du riz de la variété nerica 3 en culture pluviale :cas de l’ordre des lepidoptères et des odonates dans l’agrosystème rizicol de Guiring.
IT;Études de l’adaptabilité de trois variétés de tomates dans l’arrondissement de Maroua 1er
IT;Impacts des insectes ravageurs(cas des coléoptères) sur le riz pluvial de variété NIRICA III
IT;Évaluation des connaissances des agriculteurs sur l’usage des pesticides utilisés en cultures maraîchère dans la ville de maroua :cas de Meskine,garde et ziling
IT;Comparaison de l’adaptabilité d’anacard en fonction de provenance dans la localité de Bogo(Extreme-nord Cameroun)
IT;Effets des insectes ravageurs(diptères et orthoptères) sur la production de la variété du riz pluvial nerica 3 dans l’agroécosystème de Diamaré.
IT;Diagnostic de la filière semence maïs.
IT;Étude comparative des 7 lignées F5 du cotonnier issues du programme de sélection 2019/2020, au témoin vulgarisé IRMA Q302 : cas de kodek(Extrême-nord Cameroun
IT;Évaluation du comportement des lignées F7 du cotonnier de série H issues du programme de sélection de la section coton aux variétés témoins vulgarisées IRMA Q302 et IRMA L457 : cas de la zone de kodek(extrême-nord)
IT;Mise en place d’une gestion de lutte contre les ravageurs et nuisibles :cas de l’huilerie de la SODECOTON de Maroua
IT;Effet des insectes ravageurs sur la production du Riz nerica 3 en culture pluviale dans l’agrosystème de Diamaré : cas des hémiptères et hymenopteres
IT;Impacts des extraits aqueux des graines de Neem sur le Physoderma  du maïs 
IT;Caractéristiques agronomiques des trois variétés de pomme de terre dans le bassin de production de Rhumzou(Mayo-Tsanaga)
IT;Epidémiologie du physoderma du maïs et de la pourriture des tiges par Yamagui Rita
IT;Les mesures de biosécurité dans la ferme porcine de la Fondation Bethléem de Mouda.
IT;Appétence d’ un Fourrage Vert Cas De Eratica Espera
IT;Effet de Ipomoea pes-caprae à différente dose sur les paramètres zootechniques du lapin
IT;Étude des quelque facteurs influencent la réussite de l'insémination artificielle :cas des bovins dans l'arrondissement de ngaoudere 1ere.
IT;Les colorants alimentaires naturelles et leurs utilisations sur les produits laitiers : Essais sur le yaourt brassée et la crème glacée
IT;Essai de formulation de biscuits à base souchets (Cyperus esculentus L.)
IT;Production et caractérisation du jus de Carissa edulis
IT;Analyse technico-économique de la production soja dans l’arrondissement de Mokolo
IT;Appui du gramme ACEFA et autonomisation des organisations paysannes dans le département du Logone et Chari :cas de l’arrondissement Logone-Birni, Kousseri et Makary
IT;Impact socio-économique du conseil offert aux groupements accompagnés par le programme PCP-ACEFA : cas de Makary
IT;Analyse technico-économique de la production de la tomate dans l’arrondissement de Mokolo :contraintes et stratégie d’acteurs
IT;Évaluation des membres des organisations de producteurs sur le fonctionnement et le mode de gestion
IT;Sécurité alimentaire dans l’arrondissement de Maroua 1er : état des lieux et stratégie d’amélioration
IT;Effets du financement sur les exploitations familiales agropastorales(EFA) : cas des AFA accompagnés par le PCP-ACEFA dans le diamaré
IT;Évaluation du mécanisme d’octroi du crédit agricole et leur recouvrement à la SODECOTON de Maroua 2
IT;Analyse de l’impact du COVID-19 et résilience économique : cas de la filière tomate dans le département du Diamaré
IT;Production du sorgho pluvial : analyse de gestion de la production dans le département du Mayo-Tsanaga : cas du CROPSEC
IT;Contribution du PRODEL dans la promotion du développement socio-économique des populations démunies du Diamaré :cas de la commune de Maroua 1er
IT;Diagnostic organisationnel et technique du groupement des producteurs de soja de Mbikem
IT;Étude technico-économique des organisations paysannes :cas de la scoops de tchoffabani
IT;Étude de l’adaptabilité de 0 accessions de sorgho pluvial dans la zone soudano-sahélienne
IT;Étude comparative de deux variétés du sorgho dans la ferme semencières de Gazawa
IT;Évaluation des performances agronomiques de six accessions de sésame collectées  dans la région  de l’Extrême Nord
IT;Analyse de la performance économique de la filière Anacarde dans le Département de Diamaré
IT;Étude de la rentabilité d’une entreprise cas de Ets SOTRALAIT
IT;Rentabilité d’une ferme : cas de la ferme agropastorale de Foulwayna à Yagoua.
IT;Évaluation de l’efficacité biologique des extraits de plants pour le contrôle de la chenille sur le la culture du sorgho pluvial
IT;Caractérisation Agromaorphologique de 03 cultivars du niébé dans le Département  de Mayo Tsanaga.
IT;Effet comparé de quelques performances  zootechniques des alévins  élevés en étang fertilisé
IT;Étude comparative des lignées F7 représenté par la série du cotonnier issues du programme de la sélection en année 1 (EVA1)) de la campagne 2020/2021 aux témoins vulgarisés IRMA Q302 et IRMA L457 : cas de Kodek Extrême-Nord Cameroun
IT;La culture du sorgho pluvial dans la localité de Katoual, Ville de Maroua
IT;Effet des dimensions de Trouaison sur la reprise de la croissance de l’Anacarde à You
IT;Caractérisation agromorpholique de 09 accessions de Souchets sous l’effet de la cendre et d’un fertilisant minéral à l’Extrême-Nord
IT;Professionnalisation des organisations paysannes dans la localité de Koza
IT;Effets de deux de fertilisants chimiques : Uré à 46% d’N et le NPK sur la croissance et développement des bananes dans le bassin versant de TGODJO
IT;Screening des contraintes inhérentes à la production des semences de Niébé dans la frme de multiplication et de production de semence à GAZAWA
IT;Étude des facteurs déterminants la demande du riz sur le marché (Extrême Nord)
IT;Impact des maladies cryptogamiques sur la culture du Niebé dans la zone de Mokolo
IT;Essai de formulation d’une ration alimentaire à base d’ingrédients locaux à moindre coûts pour vaches laitières 
IT;Amélioration de l’incubation en cuve en vue de l’optimisation du rendement de la production à SOTRALAIT
IT;Adaptabilité de trois espèces de Baubou pour la restauration des sols dégradés dans la ville Waza
IT;Influence de la densité et des paramètres physicochimiques de l’eau sur la croissance et la survie des alevind dans la ferme avicole et aquacole du septentrion
IT;Amélioration organoleptique du beurre produit à SOTRALAIT
IT; Amélioration et standardisation des propriétes organoleptiques du yaourt ferme MIRA
IT;Étude techno-economique de la production d’oignon dans le Département du Diamaré : Cas de Meskine
IT;Influence de quelques mesure de Biosécurité sur la santé et la qualité du lait de vaches dans l étable de la ferme du Septentrion
IT;Screening  des descripteurs de qualités des peaux et cuirs du déparasitage et du preszchage dans la ville de Maroua
IT;Analyse des effets socio-econo formation auprès des jeunes et des femmes dans le Département du Diamaré commune de Bogo
IT;Évaluation de l’adaptabilité et caractérisation Agro morphologique de 06 variétés du petit mil dans la zone Soudano sahélienne
IT;Utilisation du Regulateur de croissance sur le cotonnier en milieu paysan dans le secteur SODECOTON
IT;Capture et suivi des colonies d’abeilles dans les ruches modernes pour la reproduction de miel de qualité dans le bassin versant de Togodjo
IT;Étude comparative  de deux variétés du Niébé pour la résistance aux pucerons dans la région de l’Extrême-Nord
IT;Évaluation de la rentabilité financière de la production de 09 souchets dans la zone de l’Extrême-Nord
IT;Caractérisation morphologique de cinq noix de cajou sur la germination à Maroua
IT;Analyse Technoeconomique de la production du sorgho pluvial dans l’arrondissement de Maroua 1er
IT;Effet comparé de quelques pesticides biologiques et chimiques sur les attaques des chenilles légionnaires sur trois variété de maïs dans l’Extrême-Nord Cameroun
IT;Étude de l’utilisation des produits phytosanitaires par les producteurs de maïs dans l’arrondissement de MOKOLO
LSI;Étude des formules alimentaire pour l’embauche bovine
LSI;Mesure de Biosécurité , mise en places dans les fermes avicoles de Wouro
LSI;Étude de rentabilité technoéconomique des unité de stockage d’oignon dans le Département du Diamaré
LSI;Évaluation d’hygiène et biosécurité dans une ferme avicole de centre de formation Agropastoral et informatique de Marza
LSI;Analyse de la chaîne de valeur manioc dans la région de l’Est Cameroun
LSI;Effet des engrais NPK et PK sur la croissance du soja dans le Département du Mayo-Tsanaga
LSI;Adaptabilité de trois variétés améliorées de manioc à Sanguré
LSI;Évaluation de la méthodologie d’accompagnement des producteurs du coton
LSI;Analyse du niveau de fonctionnement des organisations des producteurs
LSI;Étude de l’effet des différentes formulations d’engrais minéraux sur la croissance et le rendement du riz dans les bas-fond de la vallée de la Bénoué
LSI;Effet de la plante Ortie sur les performances de ponte des poules pondeuses
LSI;Amélioration de la productivité et de la rentabilité du coton
LSI;Évaluation de la rentabilité économique de la production d’aubergine dans la localité de BAZZAMA
LSI;Renforcement de la résistance à la chaleur et des qualités sensorielles du beurre
LSI;Évaluation des performances agromorphologiques de deux variétés locales de morelle noire à Sangmelima
LSI;Essai de formulation du Kilishi en farce en vue d’une automatisation du procédé
LSI;Essai de caractérisation de cinq procédés de fabrication carnée de consommation directe
LSI;Conduite de l’embouche bovine dans le Département du Diamaré
LSI;Effets de la fiente de poule , lisier de porc sur les paramètre de croissance de pif de bananier plantain dans l’arrondissement de MFOU
LSI;Fabrication d’un fromage de type Emmental à base de lait de vache Thermise
